PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
29.16,87.32,3.33,30.39,6.55,0.44,9.41,54.44,3.46,6.5,1.9,3
22.21,55.07,6.84,21.58,7.39,0.5,3.93,19.39,3.05,5.99,2.18,3
23.84,69.72,5.35,30.58,7.9,0.43,5.31,23.36,3.21,7.32,2.23,3
27.42,71.41,6.35,35.01,5.99,0.49,9.32,44.52,3.52,7.53,2.29,3
38.43,102.08,9.74,35.61,9.51,0.56,10.75,14.98,4.36,9.32,2.21,3
36.88,82.95,8.42,33.99,9.1,0.53,12.06,13.83,4.42,10.65,2.96,3
23.42,42.92,2.35,21.57,6.97,0.31,2.33,65.33,2.3,5.17,1.36,3
39.79,89.78,14.78,40.3,8.53,0.58,4.88,23.42,4.77,9.8,3.18,3
47.17,97.93,10.02,37.12,10.42,0.63,13.77,29.1,5.24,13.19,4.43,3
29.43,69.38,11.05,30.01,8.84,0.52,11.95,18.46,4.99,11.26,2.59,3
22.09,54.98,10.22,28.51,11.4,0.5,10.36,17.47,3.85,8.7,2.18,3
28.25,83.68,13.24,35.98,8.67,0.51,17.9,17.23,5.39,11.05,3.96,3
18.89,55.15,11.59,23.41,8.92,0.56,15.35,12.73,4.25,7.74,2.54,3
15.53,54.14,10.17,27.48,10.69,0.48,10.19,14.2,3.34,6.8,1.93,3
17.15,57.66,10.0,28.43,9.46,0.48,16.84,20.28,3.51,7.43,2.09,3
27.23,85.09,11.53,33.99,11.95,0.64,27.9,13.08,5.94,12.6,3.14,3
19.46,66.45,17.02,31.74,10.66,0.51,27.42,14.73,4.38,9.06,2.83,3
17.86,65.64,9.19,28.5,9.01,0.48,14.34,24.0,3.85,8.55,2.31,3
16.36,69.43,9.87,24.01,10.93,0.57,16.12,11.16,4.25,8.2,2.95,3
21.74,83.35,6.69,23.61,9.78,0.59,8.98,15.06,4.52,7.78,2.59,3
15.93,66.29,12.65,23.5,8.24,0.34,33.14,12.63,2.95,5.59,1.63,3
29.64,86.19,8.02,35.29,11.0,0.59,16.03,20.32,4.32,7.96,2.83,3
25.81,87.92,11.32,27.12,8.44,1.77,18.84,18.82,5.55,12.14,3.62,3
21.97,81.58,12.77,26.51,8.56,0.52,22.25,12.68,4.77,8.46,2.71,3
16.34,52.24,7.04,18.01,11.11,0.38,10.65,15.38,3.83,8.56,1.97,3
13.9,54.07,7.84,19.48,9.87,0.44,13.13,11.69,3.19,6.02,1.96,0
17.59,69.48,9.11,22.83,9.38,0.44,11.63,13.03,3.36,7.94,1.62,3
14.44,60.54,9.24,21.94,10.65,0.4,12.1,13.62,3.43,7.07,2.33,3
14.65,58.94,5.99,29.04,9.81,0.43,4.0,37.8,3.07,6.61,2.22,3
31.6,127.69,15.55,51.33,11.65,0.61,14.33,25.02,6.29,13.52,4.09,3
22.42,81.52,8.05,40.78,9.49,0.46,17.91,23.02,5.37,17.25,3.37,3
18.79,72.55,9.84,25.71,9.26,0.42,4.96,15.94,3.87,9.6,2.45,3
14.83,77.05,10.29,23.09,7.75,0.53,11.51,13.08,3.58,7.79,1.85,3
16.6,72.27,12.23,27.91,8.1,0.52,16.18,14.68,4.06,7.88,2.5,3
19.95,87.8,8.49,27.69,9.69,0.61,14.62,18.42,4.71,7.99,2.64,3
19.27,81.33,9.64,27.8,8.11,0.62,6.64,13.05,4.35,8.55,2.72,1
20.57,94.77,12.86,35.37,9.21,0.53,20.22,13.27,5.88,11.19,2.92,3
9.35,58.97,6.29,23.46,8.95,0.41,11.06,21.44,3.45,6.63,2.08,3
81.14,64.46,8.78,34.7,10.15,0.46,8.49,34.93,4.8,9.81,2.39,1
16.11,71.82,7.45,25.8,10.66,0.48,8.2,7.76,3.64,5.7,1.73,1
25.41,87.91,16.73,46.17,9.92,0.42,13.34,21.87,5.43,13.4,4.13,3
17.96,78.44,14.68,30.47,9.42,0.5,16.64,11.08,4.81,10.43,2.86,3
12.0,71.64,11.45,20.48,10.0,0.55,12.17,10.33,4.39,7.38,2.24,3
20.89,89.72,10.87,38.54,11.46,0.61,22.45,24.42,4.36,8.58,2.71,3
20.64,84.06,9.32,29.74,10.08,0.44,9.07,18.33,4.6,8.71,2.45,1
16.73,76.61,5.59,25.98,12.33,0.32,8.63,10.75,3.11,6.31,1.69,3
14.85,66.39,10.0,25.75,10.05,0.37,4.89,14.19,4.18,12.74,2.07,3
11.81,53.12,7.66,20.44,9.4,0.37,7.35,11.97,4.17,6.91,1.78,3
13.64,50.59,10.64,22.38,10.12,0.35,8.21,9.98,3.87,9.89,2.22,0
11.32,39.54,7.05,20.52,10.89,0.27,5.47,12.88,3.06,14.07,1.12,0
13.25,31.62,4.89,13.2,10.11,0.3,2.76,21.74,2.98,6.81,1.76,0
14.42,43.25,6.27,20.85,10.73,0.35,4.16,17.36,3.12,9.82,1.27,0
25.1,76.72,10.74,30.18,12.93,0.48,13.46,13.69,6.47,15.26,2.56,3
27.11,80.88,6.3,28.35,11.33,0.39,13.61,22.99,3.86,7.63,2.36,3
37.85,106.22,3.26,27.18,12.73,0.41,9.87,37.66,4.47,8.17,2.15,3
34.18,107.24,2.87,20.48,12.8,0.43,3.51,42.74,3.19,6.31,1.71,1
39.17,102.24,6.0,33.55,13.36,0.43,7.38,30.22,3.95,10.88,2.14,1
30.78,86.36,7.32,35.75,13.82,0.54,4.75,30.05,4.28,9.91,2.58,3
38.25,121.95,10.15,69.53,20.09,0.55,13.42,14.32,6.38,13.83,4.47,3
57.79,144.62,6.22,51.13,11.48,0.51,12.56,40.88,5.85,14.5,3.71,1
35.24,84.35,6.1,46.12,10.57,0.5,10.84,42.3,5.24,12.24,3.4,1
28.43,68.43,3.91,27.3,17.38,0.4,5.92,62.99,3.59,10.01,2.39,3
36.75,83.33,7.13,43.22,11.47,0.45,15.33,36.89,4.5,11.04,2.92,3
28.69,66.84,7.43,46.76,11.62,0.41,11.71,32.48,4.06,16.57,1.69,3
30.94,87.54,7.83,44.8,10.87,0.41,11.93,29.61,4.57,10.77,2.06,3
35.48,100.2,21.41,52.86,10.19,0.93,15.22,10.92,5.37,14.21,3.89,3
35.64,136.51,9.51,46.06,12.77,0.63,19.68,26.85,5.61,10.01,3.07,1
38.98,148.5,8.86,46.8,14.31,0.53,18.59,32.99,4.68,10.14,3.34,1
53.56,188.11,7.4,52.52,14.28,0.55,26.72,30.34,5.44,9.36,2.82,1
50.78,173.25,6.21,41.44,15.95,0.39,21.93,47.03,4.84,11.28,1.81,1
27.7,106.31,1.39,38.37,12.44,0.35,15.97,27.5,3.55,8.77,2.35,1
27.05,74.19,1.7,38.98,12.69,0.46,9.52,26.54,4.28,12.6,3.13,3
26.17,97.3,1.42,36.83,12.72,0.54,11.83,24.5,4.89,17.57,2.54,3
30.25,95.68,1.34,35.29,12.73,0.46,18.1,33.16,3.35,6.23,2.01,1
30.0,113.06,1.08,35.52,11.41,0.43,10.95,40.09,4.61,11.95,3.44,3
33.04,113.38,2.63,41.73,10.05,0.56,18.17,13.23,5.99,13.04,4.88,1
27.29,70.27,1.92,38.39,8.61,0.45,17.86,16.53,4.77,12.89,3.46,3
32.92,84.65,1.9,44.95,9.62,0.7,11.38,12.07,6.03,16.2,4.8,3
33.78,79.51,1.56,36.11,12.56,0.43,12.05,24.91,4.69,18.09,3.13,3
32.22,91.28,1.51,37.53,10.45,0.56,13.1,21.67,4.77,13.21,3.78,3
31.92,79.9,1.43,34.59,11.96,0.48,15.3,20.82,3.84,11.58,2.67,3
38.8,86.26,2.42,44.72,11.77,0.5,13.39,18.01,4.59,15.15,4.1,3
33.39,102.52,2.81,45.59,11.74,0.45,15.11,22.69,4.95,13.76,3.88,3
24.36,91.04,2.81,41.02,9.97,0.43,10.52,16.46,4.87,12.41,3.92,3
27.25,71.62,11.52,41.73,10.3,0.54,12.32,16.69,5.05,12.85,4.39,3
35.14,101.2,12.11,42.5,9.88,0.58,22.36,14.14,6.26,13.0,4.28,3
33.26,80.16,9.85,37.76,10.5,0.5,10.86,17.08,4.77,12.63,2.66,3
34.32,88.43,9.08,41.61,10.21,0.49,17.0,20.19,4.67,13.24,3.21,3
30.08,82.39,10.04,38.24,10.28,0.47,25.43,17.19,4.23,10.35,3.3,3
31.55,84.57,22.42,43.01,13.34,0.4,27.6,9.27,5.11,10.75,4.14,3
25.83,70.56,19.44,43.68,16.21,0.85,30.88,9.06,5.31,11.93,5.21,3
28.16,82.2,14.49,36.77,11.59,0.45,19.09,12.36,4.54,11.07,3.81,3
36.57,84.99,16.34,37.66,9.84,0.54,2.72,7.93,5.02,13.48,4.64,3
21.84,49.03,14.0,35.28,6.86,0.42,3.69,5.98,4.51,11.37,3.64,3
28.49,99.19,12.1,33.71,15.54,0.52,14.09,9.15,4.64,10.13,3.96,3
22.82,74.76,12.19,33.08,17.79,0.37,13.4,12.67,4.46,12.46,3.48,3
29.86,82.04,12.74,32.84,12.91,0.49,5.17,12.63,4.07,11.87,3.03,3
22.54,58.77,12.38,34.15,13.19,0.39,6.51,13.41,3.85,14.45,3.19,3
27.9,67.82,24.2,39.37,9.28,0.55,5.16,7.57,5.45,18.97,4.8,3
27.85,59.59,20.46,39.62,7.66,0.58,3.7,8.23,5.86,17.52,5.72,3
32.61,91.42,11.81,36.09,7.27,0.51,10.45,11.48,4.88,12.9,4.27,3
36.78,138.91,10.14,37.23,10.9,0.72,13.25,17.24,6.49,10.93,3.73,1
41.99,137.9,9.11,38.59,11.81,0.58,11.7,18.61,6.29,10.04,3.78,1
43.56,128.51,10.1,38.15,10.99,0.66,9.21,16.97,6.23,11.11,3.86,1
44.48,150.92,11.06,43.93,8.22,0.59,7.5,14.34,5.61,13.22,4.68,1
35.02,127.79,10.73,38.7,8.57,0.55,12.02,13.41,6.52,18.93,3.64,1
35.58,108.84,8.78,35.59,9.96,0.53,11.23,19.99,4.71,11.46,3.5,1
40.33,127.5,9.14,34.26,8.97,0.45,7.3,17.03,4.11,11.28,2.21,1
43.0,157.0,15.52,52.68,9.86,0.99,12.92,14.31,8.42,17.17,7.91,1
40.26,109.01,9.59,34.1,8.08,0.33,7.57,19.84,3.5,10.82,2.71,1
52.43,165.01,12.56,40.08,8.35,0.51,7.34,16.1,4.36,16.14,3.52,1
53.49,166.88,17.65,46.16,10.33,0.67,6.51,18.95,6.15,23.18,4.99,1
48.5,140.55,14.91,45.67,12.04,0.59,11.38,20.66,7.43,15.77,4.94,1
45.4,83.09,14.02,34.88,11.13,0.52,2.45,8.5,5.1,15.44,4.14,1
39.1,82.99,16.86,41.31,9.07,0.6,5.02,8.57,5.21,13.38,4.84,3
44.7,109.74,11.97,37.98,10.93,0.61,9.11,13.38,4.69,12.87,3.73,3
53.32,107.32,17.93,45.44,12.2,0.64,7.69,11.07,5.74,17.27,3.98,1
34.35,71.82,20.47,42.32,8.31,0.6,4.71,6.46,4.96,19.14,4.38,3
21.86,49.71,21.28,42.23,11.7,0.48,6.46,7.68,3.7,15.56,3.27,3
25.69,69.31,12.56,42.03,35.17,0.53,8.05,9.7,4.41,11.32,3.77,3
32.84,68.96,14.69,43.43,17.54,0.56,11.58,8.85,4.72,14.15,4.01,3
17.9,52.3,10.04,40.17,38.77,0.51,14.66,11.03,6.97,33.06,1.59,3
20.96,48.4,14.68,32.21,11.45,0.85,30.0,9.95,3.55,10.94,3.18,3
30.03,67.02,12.31,32.93,10.7,0.88,22.77,13.26,3.98,13.44,3.4,3
31.38,71.25,9.39,31.63,11.36,0.91,21.64,16.3,3.8,13.78,2.88,3
41.97,108.88,13.79,48.76,12.83,0.9,10.66,29.39,7.33,12.81,5.54,1
48.18,133.73,10.11,38.12,9.07,1.11,5.28,16.78,5.92,10.93,4.79,1
43.89,110.32,6.23,28.8,8.75,0.84,4.08,25.09,4.33,10.69,3.82,1
51.3,125.77,31.93,47.77,8.02,1.36,3.97,14.49,7.65,21.2,6.18,1
35.33,84.6,30.83,43.2,6.05,1.13,6.77,9.39,5.39,18.08,6.08,1
39.86,99.71,12.03,37.89,8.39,1.0,25.01,18.72,4.63,15.94,2.99,3
45.16,104.47,11.0,41.65,9.71,0.95,31.5,17.51,5.02,14.31,3.61,3
41.12,101.34,12.18,41.07,8.39,0.97,3.64,18.32,4.49,14.19,3.87,1
39.34,91.6,15.02,39.76,8.29,0.89,5.25,16.05,5.12,17.24,4.39,3
48.18,133.49,18.2,45.56,8.03,0.93,11.99,11.47,5.14,15.29,4.87,1
41.28,105.99,16.49,42.57,7.55,0.96,8.45,13.77,5.44,15.96,4.82,1
47.03,134.82,10.82,37.44,8.34,0.88,8.23,27.53,4.66,10.89,3.14,1
65.02,165.7,13.02,32.44,9.17,1.03,3.32,36.85,5.38,11.25,3.55,1
48.09,123.99,9.82,37.19,8.04,0.95,2.95,21.01,4.87,17.3,3.25,1
47.34,100.31,15.0,41.09,8.5,0.98,3.86,16.42,4.83,16.23,4.08,1
56.6,114.28,9.97,38.93,9.14,1.01,4.19,14.83,5.24,16.69,4.25,1
64.77,109.78,5.32,26.21,8.12,0.86,2.81,21.69,4.44,16.07,2.53,1
62.18,117.69,12.39,42.52,9.82,1.13,6.77,17.75,6.18,19.36,4.48,3
62.22,147.66,18.31,44.38,10.56,1.03,3.05,28.63,5.87,15.27,6.08,1
67.61,192.29,10.63,51.88,11.24,0.95,2.85,26.42,5.55,13.89,5.44,1
33.98,79.99,9.87,32.51,8.45,0.91,2.35,22.78,4.5,10.37,3.96,3
41.23,104.04,10.84,40.65,8.51,1.01,2.47,25.53,5.4,12.87,5.14,3
47.77,129.97,12.96,43.66,10.27,0.97,2.73,24.79,5.12,13.07,4.65,1
71.26,105.67,16.14,51.8,11.68,1.05,3.22,16.1,5.25,19.84,4.42,1
37.58,74.29,7.22,35.07,9.31,0.81,5.38,38.07,3.48,9.36,2.75,1
38.53,71.96,7.7,31.62,8.99,0.7,2.13,38.9,3.37,10.12,2.73,3
38.46,101.61,17.9,28.05,6.47,0.45,1.31,40.03,4.26,11.1,3.97,1
29.18,77.84,15.92,28.82,6.01,0.51,2.37,15.0,4.06,10.87,2.71,3
28.61,79.11,10.51,31.75,7.03,0.43,2.01,33.31,4.32,16.88,2.89,3
34.19,104.24,16.91,38.97,8.2,0.65,3.82,22.36,5.61,11.4,4.23,3
36.81,92.5,16.21,34.54,9.9,0.54,4.44,17.16,4.46,10.57,4.6,3
18.71,55.55,14.94,27.41,13.13,0.18,4.46,11.52,4.68,14.01,2.91,3
28.19,86.03,20.98,26.8,8.29,0.56,2.81,21.05,4.7,12.99,3.56,3
52.09,119.12,19.75,27.89,7.62,0.46,3.09,36.61,4.18,10.89,2.39,1
73.3,125.23,8.21,29.07,21.52,0.52,3.69,47.84,4.1,9.4,2.68,1
64.0,137.38,13.61,32.38,47.68,0.49,4.75,44.3,4.73,10.57,4.5,1
62.23,141.49,15.72,37.26,27.72,0.66,3.19,18.47,5.1,11.79,4.11,1
57.35,154.36,22.65,42.21,24.63,0.57,3.3,21.5,4.68,11.53,3.98,1
78.54,181.76,18.59,46.02,24.65,0.68,3.7,26.83,5.16,12.67,5.1,1
69.29,155.0,5.47,32.8,17.76,0.55,3.7,37.8,3.38,7.82,2.67,1
54.88,122.81,4.5,27.32,21.39,0.57,3.87,39.34,3.37,7.95,2.22,1
42.4,126.5,5.03,30.66,14.7,0.54,3.71,35.3,3.85,9.11,2.6,1
31.74,93.9,9.86,39.07,12.68,0.64,8.16,33.84,4.3,10.53,3.41,1
49.33,137.83,14.88,63.88,14.13,0.96,28.82,22.92,7.92,25.12,5.2,1
43.88,110.35,10.23,49.84,12.58,0.69,12.45,29.07,6.08,18.5,3.65,1
69.73,118.55,6.53,36.05,15.64,0.53,5.9,50.27,3.81,9.67,2.26,1
58.04,99.35,14.0,49.77,12.16,0.61,8.68,37.85,4.62,10.6,3.73,1
49.55,100.07,18.38,51.42,12.79,0.71,11.62,32.89,5.29,12.87,4.86,3
40.69,83.99,13.28,29.18,10.36,0.51,2.9,35.62,3.48,10.58,3.34,3
53.01,89.9,9.11,33.06,11.6,0.54,4.91,49.86,3.07,8.1,2.59,3
86.27,164.46,22.33,62.09,12.52,0.8,20.28,66.53,6.24,12.87,5.72,1
145.0,209.56,9.88,50.73,13.74,0.78,13.31,66.45,6.57,15.11,4.89,1
69.05,187.53,9.8,45.83,13.85,0.67,10.09,66.17,5.75,14.48,4.47,1
99.12,213.95,18.6,56.25,14.97,0.75,12.67,64.33,5.62,12.76,5.09,1
107.88,250.11,11.74,57.23,16.5,0.79,14.24,85.98,5.76,12.14,4.12,2
111.32,249.15,20.04,78.4,16.3,0.97,15.35,59.59,7.05,14.93,5.88,2
90.26,226.33,19.84,63.2,13.67,1.04,22.56,51.64,7.08,15.38,5.26,2
78.89,198.9,28.48,62.3,12.4,0.9,13.32,57.29,6.79,14.27,6.04,1
52.93,123.25,4.02,42.35,10.93,0.77,6.46,88.11,4.28,9.8,3.33,1
63.16,208.22,12.52,57.54,11.09,0.76,11.04,84.77,5.4,11.43,4.8,1
44.31,107.47,3.41,22.51,10.49,0.61,7.37,128.93,3.12,5.67,1.27,1
34.42,70.48,3.57,19.74,10.27,0.63,5.3,93.99,2.9,5.78,1.4,1
37.5,72.83,3.66,19.84,10.18,0.61,5.71,73.12,3.26,6.37,1.39,3
22.75,49.88,3.69,16.98,8.0,0.57,4.18,43.39,2.7,6.1,1.41,3
11.04,32.91,3.75,14.93,6.7,0.54,3.22,37.97,2.19,5.81,1.4,0
11.34,36.49,4.36,14.72,7.15,0.56,2.65,29.71,2.33,7.77,1.5,0
7.47,29.02,4.44,12.91,6.46,0.54,1.93,26.99,1.87,5.55,1.27,0
8.24,28.92,3.68,10.16,5.85,0.54,2.07,29.15,1.68,5.04,0.95,0
11.35,38.83,10.19,17.47,6.06,0.6,2.72,22.95,2.14,5.12,1.68,0
30.77,89.68,28.77,42.96,7.16,0.75,6.5,26.63,4.53,10.11,4.49,3
101.79,160.09,27.33,44.43,7.79,0.74,19.0,39.23,4.82,10.14,3.61,1
198.38,196.15,25.58,41.63,10.07,0.73,19.32,43.18,5.24,11.26,4.25,5
48.16,108.47,13.22,29.96,12.58,0.66,5.47,40.88,3.51,7.77,2.97,1
66.51,160.33,14.16,33.99,14.08,0.74,13.53,51.26,4.62,8.39,3.38,1
87.49,141.5,3.14,18.34,14.63,0.69,15.16,118.98,3.17,5.9,1.2,1
90.03,157.27,4.08,32.85,13.39,0.92,12.25,113.48,4.84,8.58,2.41,2
56.29,120.8,3.58,24.96,9.87,0.75,10.24,116.88,3.85,6.81,1.65,1
72.47,131.34,3.42,21.2,10.68,0.75,8.52,133.4,3.96,5.55,1.38,1
57.22,108.41,3.29,18.49,9.31,0.73,5.04,101.83,3.74,6.09,1.58,1
54.95,111.88,3.34,17.67,8.49,0.81,3.19,78.71,3.52,6.06,1.96,1
57.21,138.21,7.95,20.42,9.23,0.7,3.03,63.84,3.59,5.51,1.96,1
40.27,97.11,10.89,27.34,7.52,0.64,8.67,37.11,3.33,6.76,2.05,1
42.25,88.83,3.41,15.38,9.2,0.63,3.94,60.08,2.67,6.45,1.53,3
47.82,94.72,4.15,16.99,10.43,0.66,5.07,60.2,2.56,6.14,1.33,3
61.71,120.39,6.39,37.42,15.55,0.68,7.74,84.67,4.46,8.49,2.17,1
89.61,148.52,4.41,29.08,13.29,0.85,5.29,130.07,4.96,9.2,2.3,1
96.08,154.93,3.87,21.61,13.38,0.89,4.41,130.61,4.82,8.48,2.19,2
114.86,180.89,4.31,24.2,14.97,0.84,8.94,155.27,4.37,8.62,3.06,2
86.25,155.66,4.12,32.87,12.86,0.65,8.1,161.93,4.46,8.43,2.39,2
74.06,141.28,4.14,35.65,11.33,0.83,6.01,162.33,4.69,9.1,3.38,2
69.72,122.47,4.28,28.88,10.83,0.84,5.33,93.69,4.31,7.97,2.67,1
82.35,135.92,4.34,27.44,12.38,0.84,5.79,86.41,4.37,9.29,2.48,1
80.16,144.93,4.29,20.91,12.2,0.79,7.69,98.99,4.15,6.86,1.38,1
78.08,168.15,4.05,19.55,11.99,0.72,10.34,88.9,3.76,5.03,1.03,1
53.03,107.74,4.65,22.34,10.4,0.61,7.09,49.89,2.87,5.47,0.99,1
24.85,42.28,4.73,15.9,8.39,0.58,2.94,51.06,2.37,3.63,0.52,3
5.89,24.42,11.44,36.94,7.9,0.54,3.65,17.13,3.99,9.58,3.78,3
8.6,26.8,5.11,20.6,7.57,0.46,2.81,37.63,2.44,6.18,1.84,0
63.48,97.28,4.38,29.34,12.95,0.62,19.89,78.72,2.8,7.91,1.26,3
118.3,193.27,32.54,93.1,12.4,1.08,7.03,116.49,5.83,11.01,5.12,2
111.24,195.18,31.43,79.61,13.77,0.92,19.05,119.87,5.19,9.34,4.13,2
100.63,179.35,10.12,58.23,14.99,0.73,12.57,115.35,4.04,8.29,2.4,2
77.43,137.85,3.76,40.68,14.13,0.65,17.41,104.11,3.44,5.75,1.69,2
70.2,116.5,2.04,21.96,12.9,0.47,17.86,99.99,2.53,7.21,0.77,1
131.6,278.71,24.58,103.42,12.25,1.26,31.0,61.02,6.26,10.18,5.23,2
132.69,265.78,16.21,92.32,14.25,1.28,28.06,91.78,5.31,8.93,3.89,2
148.04,285.83,25.44,103.9,16.96,1.38,29.16,93.29,5.72,9.61,4.75,5
139.55,244.16,30.48,92.53,15.53,1.25,23.07,106.51,5.24,8.18,3.98,5
116.68,170.85,3.06,40.15,15.5,0.95,13.47,146.19,3.06,4.47,1.29,2
132.1,199.8,12.3,73.49,14.04,1.12,11.81,99.07,4.12,6.2,1.99,5
119.16,250.09,17.85,87.59,13.93,1.2,14.7,60.8,4.78,7.46,2.51,5
136.86,297.86,41.81,130.26,15.5,1.51,41.63,72.8,7.45,10.71,4.8,2
137.45,285.72,29.95,87.03,15.99,1.4,21.05,105.07,5.14,7.97,3.39,5
135.46,227.11,17.84,67.15,18.86,1.08,16.33,121.45,4.15,7.06,2.42,5
106.66,161.56,3.3,33.85,15.22,0.86,11.83,113.11,2.64,4.01,1.12,2
115.8,203.73,17.74,56.99,13.85,1.0,17.47,90.12,3.8,6.65,2.31,2
120.2,206.55,14.84,57.3,11.64,1.02,15.43,96.41,4.65,7.12,2.59,2
203.05,306.16,20.25,80.39,16.24,1.71,36.83,83.48,5.91,8.06,3.12,5
76.5,269.04,18.07,63.35,10.91,1.24,31.62,64.29,5.73,9.25,4.0,2
102.42,213.54,5.7,29.75,12.18,0.96,14.97,128.67,3.05,4.94,1.03,1
126.4,253.02,16.19,58.08,11.49,1.12,20.4,109.19,4.08,6.33,1.86,2
125.44,228.39,26.37,74.49,10.36,1.24,31.84,99.66,4.72,7.96,3.32,5
125.76,267.76,35.02,78.53,10.11,1.29,20.76,80.84,6.18,9.65,4.29,5
143.69,283.17,20.65,62.47,12.72,1.3,26.0,42.56,6.25,12.15,4.08,5
129.7,254.44,20.44,59.43,11.0,1.24,16.05,17.55,5.88,9.23,4.31,5
118.46,137.7,34.77,76.17,16.81,1.09,19.4,30.27,5.57,9.22,3.82,5
115.56,233.08,32.41,47.81,15.06,1.16,25.46,27.6,6.25,10.66,4.62,2
100.56,198.95,52.11,41.78,12.75,1.1,19.65,7.36,7.45,13.25,6.46,2
45.94,56.4,14.33,22.82,14.3,0.63,7.14,25.44,3.06,6.2,1.84,1
80.45,129.08,2.37,17.27,17.47,0.78,6.64,69.36,3.23,4.96,0.63,1
85.77,138.65,6.2,42.57,14.85,0.88,8.47,51.84,3.51,5.42,1.37,1
79.75,127.43,5.36,44.93,14.54,0.83,8.68,62.36,3.15,4.48,1.34,1
71.88,117.96,2.97,33.23,13.49,0.71,10.28,77.3,2.15,3.84,0.87,1
57.58,106.17,2.8,35.5,11.43,0.7,7.14,89.74,2.11,3.9,0.82,1
53.84,106.93,11.78,51.62,10.88,0.84,7.87,83.16,2.56,5.05,1.38,1
99.81,212.2,36.94,71.07,15.66,1.19,11.1,52.71,5.81,8.12,3.69,2
85.53,245.56,28.37,65.16,13.92,1.06,9.32,60.92,4.75,6.65,2.85,2
71.09,144.15,6.02,46.25,14.77,0.85,5.64,77.64,2.83,4.04,1.24,1
111.01,243.2,40.38,74.52,16.53,1.32,10.17,49.65,5.4,6.39,2.48,2
113.48,275.41,53.82,91.99,19.22,1.43,29.5,40.99,5.47,8.19,3.23,2
118.36,278.92,58.1,85.31,22.25,1.57,28.7,53.62,5.47,9.11,2.66,2
98.9,221.69,41.61,63.54,21.33,1.15,18.3,28.17,3.53,5.86,1.72,2
76.34,140.91,12.42,42.83,19.15,0.83,13.4,21.97,1.8,4.79,0.5,1
59.05,124.13,3.08,28.13,12.39,0.68,4.38,65.86,1.2,2.11,0.17,1
54.84,126.53,3.32,33.09,11.44,0.72,5.12,69.7,1.36,3.45,0.28,1
59.6,124.4,4.22,33.96,10.85,0.78,6.52,91.09,1.31,2.38,0.26,1
94.42,178.56,30.85,60.03,11.61,1.06,8.19,50.52,3.18,3.84,1.07,1
55.03,94.34,3.61,30.02,10.53,0.74,6.43,59.81,1.47,1.98,0.37,1
67.33,138.24,24.49,44.68,10.43,0.86,7.87,37.87,2.11,3.61,0.68,1
50.92,109.68,6.96,34.62,9.49,0.81,11.06,28.92,1.89,3.65,0.44,1
51.74,100.88,12.68,37.14,8.91,0.79,20.8,17.83,1.9,3.36,0.64,1
33.27,71.67,6.19,20.37,8.37,0.68,4.56,15.31,1.43,1.73,0.41,3
39.61,86.76,17.41,24.55,8.72,0.72,5.77,13.42,1.92,4.32,0.62,3
51.81,115.7,24.02,36.12,9.88,0.83,15.92,17.11,2.06,3.88,0.9,3
52.8,118.58,10.35,40.23,10.5,0.67,10.17,28.71,1.87,5.97,0.41,1
51.41,128.17,11.2,47.12,9.68,0.84,13.49,17.21,2.13,3.96,0.65,1
41.71,144.36,14.69,50.67,11.17,0.72,33.77,20.74,1.83,4.17,0.46,1
48.26,165.39,16.54,36.7,14.7,1.11,24.73,12.13,2.47,3.92,0.67,1
52.58,169.83,8.1,28.68,13.21,0.89,7.1,1.55,2.72,2.85,0.64,1
15.89,52.28,5.49,14.77,18.19,0.45,4.55,24.44,1.26,1.92,0.59,0
26.93,69.05,9.16,20.86,19.16,0.55,6.16,25.91,1.38,2.35,0.44,3
27.8,87.02,9.33,24.13,16.91,0.73,10.33,15.8,1.93,2.6,0.5,3
22.27,91.01,11.92,26.61,15.04,0.67,11.33,12.4,1.54,2.93,0.55,3
42.23,111.52,10.3,32.32,15.18,0.74,14.82,13.43,1.83,3.18,0.6,1
30.85,93.77,7.01,23.55,13.6,0.67,7.93,20.43,1.58,4.05,0.34,1
33.92,81.68,16.0,29.37,14.64,0.77,4.45,27.64,1.6,5.19,0.69,3
27.95,96.17,26.94,39.08,9.47,0.86,5.18,13.08,2.69,5.31,1.6,3
19.08,75.6,18.0,36.5,9.02,0.61,12.53,9.47,1.17,4.25,0.37,3
21.22,93.11,16.6,42.49,7.21,0.83,17.44,9.42,1.53,2.28,0.46,3
30.96,123.07,15.16,53.94,6.77,0.71,25.05,14.33,1.85,3.12,0.68,1
42.54,133.44,11.91,51.99,9.45,0.71,23.47,15.38,1.8,2.69,0.54,1
50.39,159.08,20.49,61.21,9.92,0.84,25.54,16.02,2.48,5.05,0.67,1
43.56,116.19,10.54,38.18,10.07,0.72,12.45,22.29,0.88,1.28,0.18,1
28.18,95.94,5.96,25.99,8.88,0.59,8.67,18.53,0.94,1.5,0.16,1
34.35,105.79,12.83,37.82,11.04,0.62,13.1,15.39,1.44,2.82,0.2,3
30.15,79.98,8.63,29.19,9.72,0.57,35.88,34.91,1.85,4.34,0.91,3
32.39,100.66,13.28,43.73,9.23,0.68,4.7,21.36,3.68,8.13,2.35,3
27.53,72.87,6.94,28.71,9.03,0.64,9.69,20.53,2.39,9.1,0.92,3
